,Parent,Code,Accounts for New T&Q,Account_Name,Account Code,State,Zip_Code,Territory,Cluster,Sub-Region,Named_Account,test,Named-Account Override,Region,City,Fortune_Number,Fortune,Industry,Employees,PYSales,Annual_Revenue_(M),Wallet_Share,Sub-Territory,Segment,New Industry,New Segment,Revenue Band
Hunter Douglas,Total Accounts,7239,true,Hunter Douglas,7239,NY,10965,NY,New York Cluster #1,New York,false,false,false,USA,Pearl River,0,false,Manufacturing - Durables,2651,747870,2446,0.66,South,Enterprise,Manufacturing,Enterprise,"$1,000 - $5,000M"
Hunter Defense Technologies,Total Accounts,7238,true,Hunter Defense Technologies,7238,OH,44139,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Solon,0,false,Manufacturing - Durables,3689,113890,300,0.39,East,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
Hunter Contracting,Total Accounts,7237,true,Hunter Contracting,7237,AZ,85233,AZ,Southwest Cluster #1,Southwest,false,false,false,USA,Gilbert,0,false,Services,2978,82362,64.4,0.57,South,Mid Market,Services,Mid Market,$50 - $100M
Hunter,Total Accounts,7236,true,Hunter,7236,KY,40508,KY,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Lexington,0,false,Consumer Products,1225,97946,12.9,0.78,East,Mid Market,Consumer,Mid Market,$0 - $50M
Hunt Regional Medical Center,Total Accounts,7235,true,Hunt Regional Medical Center,7235,TX,75401,TX West,Texas Cluster #1,Texas,false,false,false,USA,Greenville,0,false,Hospitals / Health Care,1357,71232,97.2,0.39,East,Mid Market,Healthcare,Mid Market,$50 - $100M
Hunt Electric,Total Accounts,7234,true,Hunt Electric,7234,MN,55114,MN,Midwest Cluster #1,Midwest,false,false,false,USA,St. Paul,0,false,Services,2528,231537,52.1,0.88,West,Mid Market,Services,Mid Market,$50 - $100M
Hunt Construction Group,Total Accounts,7233,true,Hunt Construction Group,7233,AZ,85253,AZ,Southwest Cluster #1,Southwest,false,false,false,USA,Scottsdale,0,false,Services,2334,44402,1700,0.38,North,Mid Market,Services,Mid Market,"$1,000 - $5,000M"
Hunt Consolidated,Total Accounts,7232,true,Hunt Consolidated,7232,TX,75201,TX West,Texas Cluster #1,Texas,false,false,false,USA,Dallas,0,false,Energy / Utilities,1862,90105,2870,0.51,West,Enterprise,Energy,Enterprise,"$1,000 - $5,000M"
Hunt Companies,Total Accounts,7231,true,Hunt Companies,7231,TX,79902,TX West,Texas Cluster #1,Texas,false,false,false,USA,El Paso,0,false,Services,3786,1009055,823,0.86,North,Key Accounts,Services,Enterprise,"$100 - $1,000M"
Humboldt Newspaper,Total Accounts,7230,true,Humboldt Newspaper,7230,CA,95501,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Eureka,0,false,Media,4959,89277,16.7,0.26,South,Key Accounts,Telecom,Enterprise,$0 - $50M
Humboldt General Hospital,Total Accounts,7229,true,Humboldt General Hospital,7229,NV,89445,NV,Southwest Cluster #1,Southwest,false,false,false,USA,Winnemucca,0,false,Hospitals / Health Care,537,115871,13.1,0.61,North,Mid Market,Healthcare,Mid Market,$0 - $50M
Humana,Total Accounts,7228,true,Humana,7228,KY,40202,KY,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Louisville,73,true,Health Insurance,2830,56813,41313,0.18,East,Key Accounts,Insurance,Enterprise,"$15,000"
Human Touch,Total Accounts,7227,true,Human Touch,7227,CA,90807,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Long Beach,0,false,Retail,2338,119653,14.6,0.3,North,Mid Market,Consumer,Mid Market,$0 - $50M
Human Rights Watch,Total Accounts,7226,false,Human Rights Watch,7226,NY,10118,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Non-Profit,185,85698,151.6,0.23,West,Mid Market,,Mid Market,"$100 - $1,000M"
Hulu,Total Accounts,7225,true,Hulu,7225,CA,90064,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Los Angeles,0,false,Media,3028,113971,695,0.1,East,Mid Market,Telecom,Mid Market,"$100 - $1,000M"
Huitt-Zollars,Total Accounts,7224,true,Huitt-Zollars,7224,TX,75202,TX West,Texas Cluster #1,Texas,false,false,false,USA,Dallas,0,false,Services,4813,60812,35.3,0.47,North,Mid Market,Services,Mid Market,$0 - $50M
Hugo Neu,Total Accounts,7223,true,Hugo Neu,7223,NY,10011,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Services,742,32306,7.4,0.33,South,Mid Market,Services,Mid Market,$0 - $50M
HUGO BOSS USA,Total Accounts,7222,true,HUGO BOSS USA,7222,NY,10001,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Consumer Products,3249,4968,3132,0.02,West,Mid Market,Consumer,Mid Market,"$1,000 - $5,000M"
Hughes Network Systems,Total Accounts,7221,true,Hughes Network Systems,7221,VA,20876,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Germantown,0,false,Services,4198,119378,1007,0.19,South,Mid Market,Services,Mid Market,"$1,000 - $5,000M"
Hughes Hubbard,Total Accounts,7220,true,Hughes Hubbard,7220,NY,10004,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Legal Services,1973,183946,69,0.92,East,Mid Market,Services,Mid Market,$50 - $100M
Huggins Hospital,Total Accounts,7219,true,Huggins Hospital,7219,NH,03894,NH,NE Cluster #2,Northeast,false,false,false,USA,Wolfeboro,0,false,Hospitals / Health Care,223,61786,55.87,0.14,West,Mid Market,Healthcare,Mid Market,$50 - $100M
Huffy Corporation,Total Accounts,7218,true,Huffy Corporation,7218,OH,45459,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Centerville,0,false,Manufacturing - Durables,3527,120479,250,0.65,East,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
HUFF Realty,Total Accounts,7217,true,HUFF Realty,7217,OH,41042,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Florence,0,false,Services,834,43251,3.5,0.04,East,Mid Market,Services,Mid Market,$0 - $50M
Huen Electric,Total Accounts,7216,true,Huen Electric,7216,IL,60155,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Broadway,0,false,Services,2382,47689,30,0.71,South,Mid Market,Services,Mid Market,$0 - $50M
Hudspeth Regional Center,Total Accounts,7215,true,Hudspeth Regional Center,7215,MS,39117,MS,Southeast Cluster #2,Southeast,false,false,false,USA,Morton,0,false,Hospitals / Health Care,1197,71767,32,0.45,North,Mid Market,Healthcare,Mid Market,$0 - $50M
Hudson Valley Bank,Total Accounts,7214,true,Hudson Valley Bank,7214,NY,10707,NY,New York Cluster #1,New York,false,false,false,USA,Yonkers,0,false,Banking,2883,63494,161.1,0.17,West,Mid Market,Banking,Mid Market,"$100 - $1,000M"
Hudson River Trading,Total Accounts,7213,true,Hudson River Trading,7213,NY,10005,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Financial Services,3478,4822,2.8,0.01,North,Mid Market,Finance,Mid Market,$0 - $50M
Hudson Insurance Group,Total Accounts,7212,true,Hudson Insurance Group,7212,NY,10038,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Insurance,1749,13764,3.5,0.12,East,Mid Market,Insurance,Mid Market,$0 - $50M
Hudson Headwaters Health Network,Total Accounts,7211,true,Hudson Headwaters Health Network,7211,NY,12804,NY,New York Cluster #1,New York,false,false,false,USA,Queensbury,0,false,Hospitals / Health Care,4733,31123,19.5,0.06,West,Mid Market,Healthcare,Mid Market,$0 - $50M
Hudson Group,Total Accounts,7210,true,Hudson Group,7210,NY,07073,NY,New York Cluster #1,New York,false,false,false,USA,East Rutherford,0,false,Retail,1223,136718,835,0.35,East,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Hudson City Savings Bank,Total Accounts,7209,true,Hudson City Savings Bank,7209,NY,07652,NY,New York Cluster #1,New York,false,false,false,USA,Paramus,0,false,Banking,2325,145150,2951,0.84,East,Enterprise,Banking,Enterprise,"$1,000 - $5,000M"
Hudson Advisors,Total Accounts,7208,true,Hudson Advisors,7208,TX,75204,TX West,Texas Cluster #1,Texas,false,false,false,USA,Dallas,0,false,Financial Services,2000,128718,97.1,0.54,East,Mid Market,Finance,Mid Market,$50 - $100M
Hudson,Total Accounts,7207,true,Hudson,7207,IL,60606,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Chicago,0,false,Professional Services,1397,72597,660.1,0.53,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
Hudiburg Auto Group,Total Accounts,7206,true,Hudiburg Auto Group,7206,OK,73110,OK,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Oklahoma City,0,false,Retail,1669,214618,206.9,0.57,North,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Hubspot,Total Accounts,7205,true,Hubspot,7205,MA,02163,MA,NE Cluster #3,Northeast,false,false,false,USA,Cambridge,0,false,IT Services,2581,134514,29,0.57,West,Mid Market,Technology,Mid Market,$0 - $50M
Hubbell Lighting,Total Accounts,7204,true,Hubbell Lighting,7204,SC,29607,SC,Atlantic Coast Cluster #1,Atlantic Coast,false,false,false,USA,Greenville,0,false,Manufacturing - Durables,3568,82385,120.3,0.98,East,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
Hubbell,Total Accounts,7203,true,Hubbell,7203,CT,06484,CT,NE Cluster #2,Northeast,false,true,false,USA,Shelton,705,true,Manufacturing - Durables,739,12274,3184,0.02,South,Mid Market,Manufacturing,Mid Market,"$1,000 - $5,000M"
Hub International Limited,Total Accounts,7202,true,Hub International Limited,7202,IL,60604,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Chicago,0,false,Insurance,1482,0,442.6,0,North,Enterprise,Insurance,Enterprise,"$100 - $1,000M"
Hub Group,Total Accounts,7201,true,Hub Group,7201,IL,60515,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Downers Grove,673,true,Logistics / Transportation,813,162099,3374,0.72,South,Enterprise,Services,Enterprise,"$1,000 - $5,000M"
Hub Enterprises,Total Accounts,7200,true,Hub Enterprises,7200,LA,70518,LA,Southeast Cluster #2,Southeast,false,false,false,USA,Broussard,0,false,Services,2957,50001,9.4,0.59,East,Mid Market,Services,Mid Market,$0 - $50M
Huawei Technologies,Total Accounts,7199,true,Huawei Technologies,7199,TX,75024,TX West,Texas Cluster #1,Texas,false,false,false,USA,Plano,0,false,IT Services,3319,732441,29690,0.98,North,Key Accounts,Technology,Enterprise,"$15,000"
Hu Friedy Manufacturing,Total Accounts,7198,true,Hu Friedy Manufacturing,7198,IL,60618,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Chicago,0,false,Retail,4945,198883,17.6,0.49,North,Key Accounts,Consumer,Enterprise,$0 - $50M
HTC Inc.,Total Accounts,7197,true,HTC Inc.,7197,SC,29526,SC,Atlantic Coast Cluster #1,Atlantic Coast,false,false,false,USA,Conway,0,false,Telecom,4531,75011,46.9,0.51,East,Mid Market,Telecom,Mid Market,$0 - $50M
HTC Global Services,Total Accounts,7196,true,HTC Global Services,7196,MI,48084,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Troy,0,false,IT Services,2064,68725,42.2,0.36,East,Mid Market,Technology,Mid Market,$0 - $50M
HTC,Total Accounts,7195,true,HTC,7195,WA,98005,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Bellevue,0,false,Manufacturing - Durables,3686,114410,9048,0.58,South,Enterprise,Manufacturing,Enterprise,"$5,000 - $15,000M"
HSN / Home Shopping Network,Total Accounts,7194,true,HSN / Home Shopping Network,7194,FL,33729,FL,Southeast Cluster #1,Southeast,false,false,false,USA,St. Petersburg,670,true,Retail,4406,1394081,3404,0.95,North,Key Accounts,Consumer,Enterprise,"$1,000 - $5,000M"
HSM Solutions,Total Accounts,7193,true,HSM Solutions,7193,NC,28603,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Hickory,0,false,Manufacturing - Durables,1530,137375,50,0.74,West,Mid Market,Manufacturing,Mid Market,$50 - $100M
HSC Pediatric Center,Total Accounts,7192,true,HSC Pediatric Center,7192,VA,20017,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Washington,0,false,Hospitals / Health Care,3805,148318,25.1,0.59,North,Mid Market,Healthcare,Mid Market,$0 - $50M
HSBC USA,Total Accounts,7191,true,HSBC USA,7191,NY,10018,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Banking,1886,115891,5128,0.97,West,Enterprise,Banking,Enterprise,"$5,000 - $15,000M"
HRsoft,Total Accounts,7190,true,HRsoft,7190,FL,32751,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Maitland,0,false,IT Services,817,43594,7.2,0.51,South,Mid Market,Technology,Mid Market,$0 - $50M
HRI Properties,Total Accounts,7189,true,HRI Properties,7189,LA,70112,LA,Southeast Cluster #2,Southeast,false,false,false,USA,New Orleans,0,false,Services,1338,152441,15.2,0.6,South,Mid Market,Services,Mid Market,$0 - $50M
HRG Worldwide,Total Accounts,7188,true,HRG Worldwide,7188,NY,10016,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Services,3740,134838,35,0.34,North,Mid Market,Services,Mid Market,$0 - $50M
HP webOS,Total Accounts,7187,true,HP webOS,7187,CA,94085,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Sunnyvale,0,false,IT Services,2333,94587,735.8,0.65,East,Enterprise,Technology,Enterprise,"$100 - $1,000M"
HP Hood,Total Accounts,7186,true,HP Hood,7186,MA,01940,MA,NE Cluster #3,Northeast,false,false,false,USA,Lynnfield,0,false,Consumer Products,4732,285878,2000,0.43,West,Enterprise,Consumer,Enterprise,"$1,000 - $5,000M"
Howden Buffalo,Total Accounts,7185,true,Howden Buffalo,7185,SC,29223,SC,Atlantic Coast Cluster #1,Atlantic Coast,false,false,false,USA,Columbia,0,false,Manufacturing - Durables,922,95695,43,0.59,South,Mid Market,Manufacturing,Mid Market,$0 - $50M
HowardCenter,Total Accounts,7184,true,HowardCenter,7184,VT,05401,VT,NE Cluster #2,Northeast,false,false,false,USA,Burlington,0,false,Services,4527,106576,67.01,0.27,North,Mid Market,Services,Mid Market,$50 - $100M
Howard Weil,Total Accounts,7183,true,Howard Weil,7183,LA,70163,LA,Southeast Cluster #2,Southeast,false,false,false,USA,New Orleans,0,false,Services,2780,58447,5.9,0.1,North,Mid Market,Services,Mid Market,$0 - $50M
Howard Memorial Hospital,Total Accounts,7182,true,Howard Memorial Hospital,7182,AR,71852,AR,Southeast Cluster #2,Southeast,false,false,false,USA,Nashville,0,false,Hospitals / Health Care,4913,134314,14.88,0.82,West,Key Accounts,Healthcare,Enterprise,$0 - $50M
Howard Hughes Medical Institute,Total Accounts,7181,true,Howard Hughes Medical Institute,7181,VA,20815,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Chevy Chase,0,false,Hospitals / Health Care,237,59467,2080,0.6,North,Mid Market,Healthcare,Mid Market,"$1,000 - $5,000M"
"Howard County, MD",Total Accounts,7180,false,"Howard County, MD",7180,MD,21043,MD,Mid-Atlantic Cluster #1,Mid-Atlantic,false,false,false,USA,Ellicott City,0,false,Local,1826,65649,920.8,0.93,South,Enterprise,,Enterprise,"$100 - $1,000M"
Hovnanian Enterprises,Total Accounts,7179,true,Hovnanian Enterprises,7179,NY,07701,NY,New York Cluster #1,New York,false,false,false,USA,Red Bank,0,false,Services,2636,58704,1850,0.2,East,Mid Market,Services,Mid Market,"$1,000 - $5,000M"
Houston Texans,Total Accounts,7177,true,Houston Texans,7177,TX,77054,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,0,false,Leisure,2125,36690,4.1,0.54,West,Mid Market,Consumer,Mid Market,$0 - $50M
Houston Rockets,Total Accounts,7176,true,Houston Rockets,7176,TX,77002,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,0,false,Leisure,3073,41548,6.6,0.47,East,Mid Market,Consumer,Mid Market,$0 - $50M
Houston Metro Transit Authority,Total Accounts,7175,false,Houston Metro Transit Authority,7175,TX,77002,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,0,false,Local,4751,156604,445,0.93,West,Enterprise,,Enterprise,"$100 - $1,000M"
Houston Methodist,Total Accounts,7174,true,Houston Methodist,7174,TX,77030,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,0,false,Hospitals / Health Care,1029,189982,2285,0.99,West,Enterprise,Healthcare,Enterprise,"$1,000 - $5,000M"
Houston Independent School District,Total Accounts,7173,false,Houston Independent School District,7173,TX,77092,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,0,false,Local,1067,87772,2004,0.79,North,Enterprise,,Enterprise,"$1,000 - $5,000M"
Houston Healthcare,Total Accounts,7172,true,Houston Healthcare,7172,GA,31093,GA,Southeast Cluster #1,Southeast,false,false,false,USA,Warner Blvd,0,false,Hospitals / Health Care,3973,1030673,500,0.75,East,Key Accounts,Healthcare,Enterprise,"$100 - $1,000M"
Houston Federal Credit Union,Total Accounts,7171,true,Houston Federal Credit Union,7171,TX,77479,TX West,Texas Cluster #1,Texas,false,false,false,USA,Sugar Land,0,false,Banking,4707,43575,18.16,0.74,North,Mid Market,Banking,Mid Market,$0 - $50M
Houston Community College System,Total Accounts,7170,true,Houston Community College System,7170,TX,77002,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,0,false,Higher Education,1688,185520,296.2,0.55,North,Enterprise,Education,Enterprise,"$100 - $1,000M"
Houston Astros,Total Accounts,7169,true,Houston Astros,7169,TX,77002,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houson,0,false,Services,2912,85844,189,0.47,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
House of Raeford Farms,Total Accounts,7168,true,House of Raeford Farms,7168,NC,28376,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Raeford,0,false,Manufacturing - Non-Durables,1080,124155,500,0.97,South,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
Houlton Regional Hospital,Total Accounts,7167,true,Houlton Regional Hospital,7167,ME,04730,ME,NE Cluster #1,Northeast,false,false,false,USA,Houlton,0,false,Hospitals / Health Care,2763,108492,42.6,0.27,North,Mid Market,Healthcare,Mid Market,$0 - $50M
Houlihan Lokey,Total Accounts,7166,true,Houlihan Lokey,7166,CA,90067,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Los Angeles,0,false,Financial Services,2838,145201,69.9,0.63,South,Mid Market,Finance,Mid Market,$50 - $100M
Houghton Mifflin Harcourt Publishing,Total Accounts,7165,true,Houghton Mifflin Harcourt Publishing,7165,MA,02108,MA,NE Cluster #3,Northeast,false,false,false,USA,Boston,0,false,Media,3522,113314,1380,0.11,East,Mid Market,Telecom,Mid Market,"$1,000 - $5,000M"
Houghton International,Total Accounts,7164,true,Houghton International,7164,DE,19482,DE,Mid-Atlantic Cluster #1,Mid-Atlantic,false,false,false,USA,Norristown,0,false,Chemicals,2491,134472,216,0.83,South,Enterprise,Energy,Enterprise,"$100 - $1,000M"
Houchens Industries,Total Accounts,7163,true,Houchens Industries,7163,KY,42102,KY,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Bowling Green,0,false,Services,4774,1407783,2921,0.91,East,Key Accounts,Services,Enterprise,"$1,000 - $5,000M"
Hotwire Communications,Total Accounts,7162,true,Hotwire Communications,7162,PA,19004,PA,NE Cluster #1,Northeast,false,false,false,USA,Bala Cynwyd,0,false,Telecom,3946,65972,1200,0.07,North,Mid Market,Telecom,Mid Market,"$1,000 - $5,000M"
Hot Topic,Total Accounts,7161,true,Hot Topic,7161,CA,91748,CA,Southwest Cluster #2,Southwest,false,false,false,USA,City of Industry,0,false,Retail,1962,128236,741.8,0.96,East,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Hostmark Management Group,Total Accounts,7160,true,Hostmark Management Group,7160,IL,60173,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Schamburg,0,false,Professional Services,880,171709,55.85,0.93,North,Mid Market,Services,Mid Market,$50 - $100M
HostGator,Total Accounts,7159,true,HostGator,7159,TX,77092,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,0,false,IT Services,1830,172064,14.3,0.79,South,Mid Market,Technology,Mid Market,$0 - $50M
Hostelling International USA,Total Accounts,7158,true,Hostelling International USA,7158,VA,20910,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Silver Spring,0,false,Leisure,916,78903,18.88,0.18,West,Mid Market,Consumer,Mid Market,$0 - $50M
Host Hotels and Resorts,Total Accounts,7157,true,Host Hotels and Resorts,7157,VA,20817,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Bethesda,477,true,Leisure,2559,24986,5270,0.03,West,Mid Market,Consumer,Mid Market,"$5,000 - $15,000M"
Hoss's Steak & Sea House,Total Accounts,7156,true,Hoss's Steak & Sea House,7156,PA,16635,PA,NE Cluster #1,Northeast,false,false,false,USA,Duncansville,0,false,Restaurants,3896,171926,88.4,0.56,South,Mid Market,Consumer,Mid Market,$50 - $100M
