,Parent,Code,Zips,Zips Item,SubTerritory,Patch,Territory Parent,Parent Reassign,ParentCode
60153,IL,60153,60153,60153,North,Cold,IL,IL,US-IL
60154,IL,60154,60154,60154,South,Warm,IL,IL,US-IL
60155,IL,60155,60155,60155,South,Cold,IL,IL,US-IL
60160,IL,60160,60160,60160,East,Cold,IL,IL,US-IL
60162,IL,60162,60162,60162,South,Cold,IL,IL,US-IL
60163,IL,60163,60163,60163,East,Cold,IL,IL,US-IL
60164,IL,60164,60164,60164,West,Cold,IL,IL,US-IL
60169,IL,60169,60169,60169,North,Cold,IL,IL,US-IL
60171,IL,60171,60171,60171,South,Cold,IL,IL,US-IL
60173,IL,60173,60173,60173,East,Warm,IL,IL,US-IL
60174,IL,60174,60174,60174,East,Cold,IL,IL,US-IL
60179,IL,60179,60179,60179,North,Cold,IL,IL,US-IL
60181,IL,60181,60181,60181,South,Cold,IL,IL,US-IL
60185,IL,60185,60185,60185,North,Cold,IL,IL,US-IL
60187,IL,60187,60187,60187,East,Cold,IL,IL,US-IL
60188,IL,60188,60188,60188,West,Cold,IL,IL,US-IL
60190,IL,60190,60190,60190,East,Cold,IL,IL,US-IL
60191,IL,60191,60191,60191,West,Cold,IL,IL,US-IL
60192,IL,60192,60192,60192,East,Cold,IL,IL,US-IL
60193,IL,60193,60193,60193,West,Cold,IL,IL,US-IL
60195,IL,60195,60195,60195,North,Cold,IL,IL,US-IL
60196,IL,60196,60196,60196,East,Cold,IL,IL,US-IL
60201,IL,60201,60201,60201,North,Cold,IL,IL,US-IL
60302,IL,60302,60302,60302,East,Cold,IL,IL,US-IL
60305,IL,60305,60305,60305,West,Cold,IL,IL,US-IL
60406,IL,60406,60406,60406,South,Cold,IL,IL,US-IL
60425,IL,60425,60425,60425,East,Cold,IL,IL,US-IL
60426,IL,60426,60426,60426,West,Cold,IL,IL,US-IL
60430,IL,60430,60430,60430,South,Cold,IL,IL,US-IL
60432,IL,60432,60432,60432,East,Cold,IL,IL,US-IL
60433,IL,60433,60433,60433,West,Cold,IL,IL,US-IL
60440,IL,60440,60440,60440,South,Cold,IL,IL,US-IL
60446,IL,60446,60446,60446,East,Cold,IL,IL,US-IL
60448,IL,60448,60448,60448,North,Cold,IL,IL,US-IL
60449,IL,60449,60449,60449,East,Cold,IL,IL,US-IL
60450,IL,60450,60450,60450,West,Cold,IL,IL,US-IL
60452,IL,60452,60452,60452,South,Cold,IL,IL,US-IL
60455,IL,60455,60455,60455,East,Cold,IL,IL,US-IL
60461,IL,60461,60461,60461,East,Cold,IL,IL,US-IL
60465,IL,60465,60465,60465,West,Cold,IL,IL,US-IL
60477,IL,60477,60477,60477,North,Cold,IL,IL,US-IL
60484,IL,60484,60484,60484,East,Cold,IL,IL,US-IL
60502,IL,60502,60502,60502,North,Cold,IL,IL,US-IL
60504,IL,60504,60504,60504,South,Cold,IL,IL,US-IL
60506,IL,60506,60506,60506,North,Cold,IL,IL,US-IL
60507,IL,60507,60507,60507,South,Cold,IL,IL,US-IL
60510,IL,60510,60510,60510,East,Cold,IL,IL,US-IL
60513,IL,60513,60513,60513,South,Cold,IL,IL,US-IL
60515,IL,60515,60515,60515,East,Warm,IL,IL,US-IL
60517,IL,60517,60517,60517,West,Cold,IL,IL,US-IL
60521,IL,60521,60521,60521,West,Cold,IL,IL,US-IL
60523,IL,60523,60523,60523,North,Warm,IL,IL,US-IL
60525,IL,60525,60525,60525,East,Cold,IL,IL,US-IL
60527,IL,60527,60527,60527,East,Cold,IL,IL,US-IL
60532,IL,60532,60532,60532,East,Warm,IL,IL,US-IL
60538,IL,60538,60538,60538,South,Cold,IL,IL,US-IL
60540,IL,60540,60540,60540,East,Cold,IL,IL,US-IL
60542,IL,60542,60542,60542,North,Cold,IL,IL,US-IL
60544,IL,60544,60544,60544,South,Cold,IL,IL,US-IL
60545,IL,60545,60545,60545,East,Cold,IL,IL,US-IL
60554,IL,60554,60554,60554,West,Cold,IL,IL,US-IL
60555,IL,60555,60555,60555,North,Cold,IL,IL,US-IL
60559,IL,60559,60559,60559,South,Cold,IL,IL,US-IL
60560,IL,60560,60560,60560,West,Cold,IL,IL,US-IL
60561,IL,60561,60561,60561,North,Cold,IL,IL,US-IL
60563,IL,60563,60563,60563,North,Cold,IL,IL,US-IL
60566,IL,60566,60566,60566,West,Cold,IL,IL,US-IL
60601,IL,60601,60601,60601,North,Hot,IL,IL,US-IL
60602,IL,60602,60602,60602,West,Warm,IL,IL,US-IL
60603,IL,60603,60603,60603,West,Warm,IL,IL,US-IL
60604,IL,60604,60604,60604,South,Hot,IL,IL,US-IL
60605,IL,60605,60605,60605,East,Cold,IL,IL,US-IL
60606,IL,60606,60606,60606,North,Hot,IL,IL,US-IL
60607,IL,60607,60607,60607,North,Warm,IL,IL,US-IL
60608,IL,60608,60608,60608,South,Cold,IL,IL,US-IL
60609,IL,60609,60609,60609,East,Cold,IL,IL,US-IL
60610,IL,60610,60610,60610,South,Cold,IL,IL,US-IL
60611,IL,60611,60611,60611,North,Hot,IL,IL,US-IL
60612,IL,60612,60612,60612,North,Cold,IL,IL,US-IL
60613,IL,60613,60613,60613,West,Cold,IL,IL,US-IL
60614,IL,60614,60614,60614,West,Cold,IL,IL,US-IL
60616,IL,60616,60616,60616,North,Cold,IL,IL,US-IL
60617,IL,60617,60617,60617,North,Cold,IL,IL,US-IL
60618,IL,60618,60618,60618,East,Cold,IL,IL,US-IL
60619,IL,60619,60619,60619,East,Cold,IL,IL,US-IL
60622,IL,60622,60622,60622,West,Cold,IL,IL,US-IL
60623,IL,60623,60623,60623,North,Cold,IL,IL,US-IL
60625,IL,60625,60625,60625,South,Cold,IL,IL,US-IL
60626,IL,60626,60626,60626,North,Cold,IL,IL,US-IL
60628,IL,60628,60628,60628,South,Cold,IL,IL,US-IL
60629,IL,60629,60629,60629,East,Cold,IL,IL,US-IL
60630,IL,60630,60630,60630,West,Cold,IL,IL,US-IL
60631,IL,60631,60631,60631,North,Warm,IL,IL,US-IL
60632,IL,60632,60632,60632,South,Cold,IL,IL,US-IL
60637,IL,60637,60637,60637,South,Cold,IL,IL,US-IL
60638,IL,60638,60638,60638,North,Cold,IL,IL,US-IL
60639,IL,60639,60639,60639,West,Cold,IL,IL,US-IL
60640,IL,60640,60640,60640,North,Cold,IL,IL,US-IL
60642,IL,60642,60642,60642,West,Cold,IL,IL,US-IL
60644,IL,60644,60644,60644,West,Cold,IL,IL,US-IL
60646,IL,60646,60646,60646,South,Cold,IL,IL,US-IL
60649,IL,60649,60649,60649,East,Cold,IL,IL,US-IL
60654,IL,60654,60654,60654,North,Warm,IL,IL,US-IL
60656,IL,60656,60656,60656,South,Cold,IL,IL,US-IL
60660,IL,60660,60660,60660,East,Cold,IL,IL,US-IL
60661,IL,60661,60661,60661,West,Hot,IL,IL,US-IL
60666,IL,60666,60666,60666,South,Cold,IL,IL,US-IL
60680,IL,60680,60680,60680,East,Cold,IL,IL,US-IL
60706,IL,60706,60706,60706,West,Cold,IL,IL,US-IL
60707,IL,60707,60707,60707,South,Cold,IL,IL,US-IL
60712,IL,60712,60712,60712,East,Cold,IL,IL,US-IL
60714,IL,60714,60714,60714,North,Cold,IL,IL,US-IL
60803,IL,60803,60803,60803,North,Cold,IL,IL,US-IL
60805,IL,60805,60805,60805,South,Cold,IL,IL,US-IL
60901,IL,60901,60901,60901,East,Cold,IL,IL,US-IL
60915,IL,60915,60915,60915,West,Cold,IL,IL,US-IL
60950,IL,60950,60950,60950,North,Cold,IL,IL,US-IL
61006,IL,61006,61006,61006,South,Cold,IL,IL,US-IL
61018,IL,61018,61018,61018,East,Cold,IL,IL,US-IL
61025,IL,61025,61025,61025,West,Cold,IL,IL,US-IL
61032,IL,61032,61032,61032,North,Cold,IL,IL,US-IL
61036,IL,61036,61036,61036,East,Cold,IL,IL,US-IL
61061,IL,61061,61061,61061,West,Cold,IL,IL,US-IL
61081,IL,61081,61081,61081,North,Cold,IL,IL,US-IL
61101,IL,61101,61101,61101,West,Cold,IL,IL,US-IL
61102,IL,61102,61102,61102,North,Cold,IL,IL,US-IL
61103,IL,61103,61103,61103,South,Cold,IL,IL,US-IL
61104,IL,61104,61104,61104,West,Cold,IL,IL,US-IL
61108,IL,61108,61108,61108,South,Cold,IL,IL,US-IL
61109,IL,61109,61109,61109,East,Cold,IL,IL,US-IL
61111,IL,61111,61111,61111,West,Cold,IL,IL,US-IL
61201,IL,61201,61201,61201,North,Cold,IL,IL,US-IL
61240,IL,61240,61240,61240,South,Cold,IL,IL,US-IL
61244,IL,61244,61244,61244,East,Cold,IL,IL,US-IL
61264,IL,61264,61264,61264,West,Cold,IL,IL,US-IL
61265,IL,61265,61265,61265,South,Cold,IL,IL,US-IL
61342,IL,61342,61342,61342,East,Cold,IL,IL,US-IL
61345,IL,61345,61345,61345,North,Cold,IL,IL,US-IL
61354,IL,61354,61354,61354,South,Cold,IL,IL,US-IL
61356,IL,61356,61356,61356,East,Cold,IL,IL,US-IL
61362,IL,61362,61362,61362,West,Cold,IL,IL,US-IL
61364,IL,61364,61364,61364,North,Cold,IL,IL,US-IL
61401,IL,61401,61401,61401,South,Cold,IL,IL,US-IL
61443,IL,61443,61443,61443,West,Cold,IL,IL,US-IL
61455,IL,61455,61455,61455,North,Cold,IL,IL,US-IL
61550,IL,61550,61550,61550,South,Cold,IL,IL,US-IL
61554,IL,61554,61554,61554,East,Cold,IL,IL,US-IL
61558,IL,61558,61558,61558,West,Cold,IL,IL,US-IL
61602,IL,61602,61602,61602,North,Cold,IL,IL,US-IL
61603,IL,61603,61603,61603,West,Cold,IL,IL,US-IL
61614,IL,61614,61614,61614,North,Cold,IL,IL,US-IL
61615,IL,61615,61615,61615,West,Cold,IL,IL,US-IL
61625,IL,61625,61625,61625,East,Cold,IL,IL,US-IL
61629,IL,61629,61629,61629,West,Cold,IL,IL,US-IL
61701,IL,61701,61701,61701,North,Cold,IL,IL,US-IL
61702,IL,61702,61702,61702,North,Cold,IL,IL,US-IL
61704,IL,61704,61704,61704,South,Cold,IL,IL,US-IL
61710,IL,61710,61710,61710,East,Cold,IL,IL,US-IL
61727,IL,61727,61727,61727,West,Cold,IL,IL,US-IL
61741,IL,61741,61741,61741,North,Cold,IL,IL,US-IL
61790,IL,61790,61790,61790,South,Cold,IL,IL,US-IL
61801,IL,61801,61801,61801,East,Cold,IL,IL,US-IL
61802,IL,61802,61802,61802,East,Cold,IL,IL,US-IL
61820,IL,61820,61820,61820,West,Cold,IL,IL,US-IL
61822,IL,61822,61822,61822,West,Cold,IL,IL,US-IL
61832,IL,61832,61832,61832,South,Cold,IL,IL,US-IL
61853,IL,61853,61853,61853,East,Cold,IL,IL,US-IL
61856,IL,61856,61856,61856,West,Cold,IL,IL,US-IL
61938,IL,61938,61938,61938,North,Cold,IL,IL,US-IL
62002,IL,62002,62002,62002,East,Cold,IL,IL,US-IL
62024,IL,62024,62024,62024,West,Cold,IL,IL,US-IL
62025,IL,62025,62025,62025,North,Cold,IL,IL,US-IL
62040,IL,62040,62040,62040,West,Cold,IL,IL,US-IL
62049,IL,62049,62049,62049,South,Cold,IL,IL,US-IL
62052,IL,62052,62052,62052,East,Cold,IL,IL,US-IL
62062,IL,62062,62062,62062,West,Cold,IL,IL,US-IL
62207,IL,62207,62207,62207,North,Cold,IL,IL,US-IL
62223,IL,62223,62223,62223,South,Cold,IL,IL,US-IL
62233,IL,62233,62233,62233,East,Cold,IL,IL,US-IL
62236,IL,62236,62236,62236,West,Cold,IL,IL,US-IL
62246,IL,62246,62246,62246,North,Cold,IL,IL,US-IL
62249,IL,62249,62249,62249,South,Cold,IL,IL,US-IL
62263,IL,62263,62263,62263,East,Cold,IL,IL,US-IL
62274,IL,62274,62274,62274,West,Cold,IL,IL,US-IL
62286,IL,62286,62286,62286,North,Cold,IL,IL,US-IL
62301,IL,62301,62301,62301,East,Cold,IL,IL,US-IL
62305,IL,62305,62305,62305,East,Cold,IL,IL,US-IL
62353,IL,62353,62353,62353,West,Cold,IL,IL,US-IL
62401,IL,62401,62401,62401,North,Cold,IL,IL,US-IL
62467,IL,62467,62467,62467,South,Cold,IL,IL,US-IL
62521,IL,62521,62521,62521,East,Cold,IL,IL,US-IL
62525,IL,62525,62525,62525,West,Cold,IL,IL,US-IL
62526,IL,62526,62526,62526,South,Cold,IL,IL,US-IL
62626,IL,62626,62626,62626,West,Cold,IL,IL,US-IL
62650,IL,62650,62650,62650,North,Cold,IL,IL,US-IL
62656,IL,62656,62656,62656,East,Cold,IL,IL,US-IL
62701,IL,62701,62701,62701,South,Cold,IL,IL,US-IL
62702,IL,62702,62702,62702,East,Cold,IL,IL,US-IL
62703,IL,62703,62703,62703,West,Cold,IL,IL,US-IL
62704,IL,62704,62704,62704,North,Cold,IL,IL,US-IL
62707,IL,62707,62707,62707,East,Cold,IL,IL,US-IL
62715,IL,62715,62715,62715,West,Cold,IL,IL,US-IL
62769,IL,62769,62769,62769,North,Cold,IL,IL,US-IL
62781,IL,62781,62781,62781,South,Cold,IL,IL,US-IL
62837,IL,62837,62837,62837,East,Cold,IL,IL,US-IL
62859,IL,62859,62859,62859,West,Cold,IL,IL,US-IL
62901,IL,62901,62901,62901,North,Cold,IL,IL,US-IL
62902,IL,62902,62902,62902,South,Cold,IL,IL,US-IL
62946,IL,62946,62946,62946,East,Cold,IL,IL,US-IL
62959,IL,62959,62959,62959,West,Cold,IL,IL,US-IL
IL,Midwest Cluster #1,US-IL,,,,,,,
42420,IN,42420,42420,42420,West,Cold,IN,IN,US-IN
46011,IN,46011,46011,46011,North,Cold,IN,IN,US-IN
46013,IN,46013,46013,46013,South,Cold,IN,IN,US-IN
46032,IN,46032,46032,46032,West,Cold,IN,IN,US-IN
46037,IN,46037,46037,46037,North,Cold,IN,IN,US-IN
46052,IN,46052,46052,46052,South,Cold,IN,IN,US-IN
46060,IN,46060,46060,46060,East,Cold,IN,IN,US-IN
46063,IN,46063,46063,46063,West,Cold,IN,IN,US-IN
46074,IN,46074,46074,46074,North,Cold,IN,IN,US-IN
46077,IN,46077,46077,46077,South,Cold,IN,IN,US-IN
46122,IN,46122,46122,46122,East,Cold,IN,IN,US-IN
46123,IN,46123,46123,46123,West,Cold,IN,IN,US-IN
46131,IN,46131,46131,46131,South,Cold,IN,IN,US-IN
46135,IN,46135,46135,46135,East,Cold,IN,IN,US-IN
46140,IN,46140,46140,46140,West,Cold,IN,IN,US-IN
46143,IN,46143,46143,46143,North,Cold,IN,IN,US-IN
46173,IN,46173,46173,46173,South,Cold,IN,IN,US-IN
46176,IN,46176,46176,46176,East,Cold,IN,IN,US-IN
46202,IN,46202,46202,46202,North,Cold,IN,IN,US-IN
46203,IN,46203,46203,46203,East,Cold,IN,IN,US-IN
46204,IN,46204,46204,46204,West,Hot,IN,IN,US-IN
46205,IN,46205,46205,46205,West,Cold,IN,IN,US-IN
46206,IN,46206,46206,46206,North,Cold,IN,IN,US-IN
46208,IN,46208,46208,46208,South,Cold,IN,IN,US-IN
46214,IN,46214,46214,46214,North,Cold,IN,IN,US-IN
46217,IN,46217,46217,46217,South,Cold,IN,IN,US-IN
46218,IN,46218,46218,46218,West,Cold,IN,IN,US-IN
46219,IN,46219,46219,46219,North,Cold,IN,IN,US-IN
46220,IN,46220,46220,46220,West,Cold,IN,IN,US-IN
46222,IN,46222,46222,46222,North,Cold,IN,IN,US-IN
46225,IN,46225,46225,46225,North,Cold,IN,IN,US-IN
46226,IN,46226,46226,46226,South,Cold,IN,IN,US-IN
46231,IN,46231,46231,46231,West,Cold,IN,IN,US-IN
46235,IN,46235,46235,46235,North,Cold,IN,IN,US-IN
46237,IN,46237,46237,46237,East,Cold,IN,IN,US-IN
46239,IN,46239,46239,46239,West,Cold,IN,IN,US-IN
46240,IN,46240,46240,46240,North,Cold,IN,IN,US-IN
46241,IN,46241,46241,46241,East,Cold,IN,IN,US-IN
46250,IN,46250,46250,46250,North,Cold,IN,IN,US-IN
46254,IN,46254,46254,46254,South,Cold,IN,IN,US-IN
46256,IN,46256,46256,46256,East,Cold,IN,IN,US-IN
46260,IN,46260,46260,46260,West,Cold,IN,IN,US-IN
46268,IN,46268,46268,46268,East,Cold,IN,IN,US-IN
46278,IN,46278,46278,46278,North,Cold,IN,IN,US-IN
46280,IN,46280,46280,46280,North,Cold,IN,IN,US-IN
46282,IN,46282,46282,46282,South,Cold,IN,IN,US-IN
46285,IN,46285,46285,46285,West,Cold,IN,IN,US-IN
46290,IN,46290,46290,46290,North,Cold,IN,IN,US-IN
46319,IN,46319,46319,46319,East,Cold,IN,IN,US-IN
46321,IN,46321,46321,46321,West,Cold,IN,IN,US-IN
46323,IN,46323,46323,46323,North,Cold,IN,IN,US-IN
46324,IN,46324,46324,46324,South,Cold,IN,IN,US-IN
46327,IN,46327,46327,46327,East,Cold,IN,IN,US-IN
46360,IN,46360,46360,46360,West,Cold,IN,IN,US-IN
46383,IN,46383,46383,46383,South,Cold,IN,IN,US-IN
46402,IN,46402,46402,46402,West,Cold,IN,IN,US-IN
46406,IN,46406,46406,46406,North,Cold,IN,IN,US-IN
46410,IN,46410,46410,46410,South,Cold,IN,IN,US-IN
46514,IN,46514,46514,46514,East,Cold,IN,IN,US-IN
46515,IN,46515,46515,46515,North,Cold,IN,IN,US-IN
46516,IN,46516,46516,46516,South,Cold,IN,IN,US-IN
46517,IN,46517,46517,46517,West,Cold,IN,IN,US-IN
46527,IN,46527,46527,46527,North,Cold,IN,IN,US-IN
46528,IN,46528,46528,46528,South,Cold,IN,IN,US-IN
46540,IN,46540,46540,46540,East,Cold,IN,IN,US-IN
46542,IN,46542,46542,46542,North,Cold,IN,IN,US-IN
46544,IN,46544,46544,46544,South,Cold,IN,IN,US-IN
46545,IN,46545,46545,46545,East,Cold,IN,IN,US-IN
46550,IN,46550,46550,46550,South,Cold,IN,IN,US-IN
46562,IN,46562,46562,46562,East,Cold,IN,IN,US-IN
46573,IN,46573,46573,46573,West,Cold,IN,IN,US-IN
46580,IN,46580,46580,46580,North,Cold,IN,IN,US-IN
46582,IN,46582,46582,46582,North,Cold,IN,IN,US-IN
46601,IN,46601,46601,46601,East,Cold,IN,IN,US-IN
46613,IN,46613,46613,46613,East,Cold,IN,IN,US-IN
46617,IN,46617,46617,46617,West,Cold,IN,IN,US-IN
46624,IN,46624,46624,46624,East,Cold,IN,IN,US-IN
46626,IN,46626,46626,46626,North,Cold,IN,IN,US-IN
46628,IN,46628,46628,46628,South,Cold,IN,IN,US-IN
46637,IN,46637,46637,46637,North,Cold,IN,IN,US-IN
46703,IN,46703,46703,46703,South,Cold,IN,IN,US-IN
46706,IN,46706,46706,46706,East,Cold,IN,IN,US-IN
46711,IN,46711,46711,46711,South,Cold,IN,IN,US-IN
46714,IN,46714,46714,46714,East,Cold,IN,IN,US-IN
46723,IN,46723,46723,46723,North,Cold,IN,IN,US-IN
46733,IN,46733,46733,46733,South,Cold,IN,IN,US-IN
46738,IN,46738,46738,46738,East,Cold,IN,IN,US-IN
46761,IN,46761,46761,46761,West,Cold,IN,IN,US-IN
46787,IN,46787,46787,46787,North,Cold,IN,IN,US-IN
46802,IN,46802,46802,46802,South,Cold,IN,IN,US-IN
46803,IN,46803,46803,46803,North,Cold,IN,IN,US-IN
46804,IN,46804,46804,46804,East,Cold,IN,IN,US-IN
46805,IN,46805,46805,46805,South,Cold,IN,IN,US-IN
46808,IN,46808,46808,46808,East,Cold,IN,IN,US-IN
46809,IN,46809,46809,46809,West,Cold,IN,IN,US-IN
46818,IN,46818,46818,46818,South,Cold,IN,IN,US-IN
46825,IN,46825,46825,46825,East,Cold,IN,IN,US-IN
46835,IN,46835,46835,46835,North,Cold,IN,IN,US-IN
46904,IN,46904,46904,46904,South,Cold,IN,IN,US-IN
46947,IN,46947,46947,46947,East,Cold,IN,IN,US-IN
46975,IN,46975,46975,46975,East,Cold,IN,IN,US-IN
47006,IN,47006,47006,47006,South,Cold,IN,IN,US-IN
47102,IN,47102,47102,47102,South,Cold,IN,IN,US-IN
47170,IN,47170,47170,47170,North,Cold,IN,IN,US-IN
47201,IN,47201,47201,47201,South,Warm,IN,IN,US-IN
47202,IN,47202,47202,47202,North,Cold,IN,IN,US-IN
47240,IN,47240,47240,47240,South,Cold,IN,IN,US-IN
47250,IN,47250,47250,47250,West,Cold,IN,IN,US-IN
47274,IN,47274,47274,47274,South,Cold,IN,IN,US-IN
47303,IN,47303,47303,47303,East,Cold,IN,IN,US-IN
47305,IN,47305,47305,47305,West,Cold,IN,IN,US-IN
47306,IN,47306,47306,47306,East,Cold,IN,IN,US-IN
47331,IN,47331,47331,47331,West,Cold,IN,IN,US-IN
47362,IN,47362,47362,47362,South,Cold,IN,IN,US-IN
47368,IN,47368,47368,47368,West,Cold,IN,IN,US-IN
47374,IN,47374,47374,47374,North,Cold,IN,IN,US-IN
47385,IN,47385,47385,47385,West,Cold,IN,IN,US-IN
47401,IN,47401,47401,47401,North,Cold,IN,IN,US-IN
47402,IN,47402,47402,47402,South,Cold,IN,IN,US-IN
47403,IN,47403,47403,47403,West,Cold,IN,IN,US-IN
47404,IN,47404,47404,47404,South,Cold,IN,IN,US-IN
47421,IN,47421,47421,47421,West,Cold,IN,IN,US-IN
47424,IN,47424,47424,47424,North,Cold,IN,IN,US-IN
47532,IN,47532,47532,47532,South,Cold,IN,IN,US-IN
47542,IN,47542,47542,47542,East,Cold,IN,IN,US-IN
47546,IN,47546,47546,47546,North,Cold,IN,IN,US-IN
47549,IN,47549,47549,47549,East,Cold,IN,IN,US-IN
47591,IN,47591,47591,47591,West,Cold,IN,IN,US-IN
47630,IN,47630,47630,47630,North,Cold,IN,IN,US-IN
47708,IN,47708,47708,47708,South,Cold,IN,IN,US-IN
47710,IN,47710,47710,47710,North,Cold,IN,IN,US-IN
47711,IN,47711,47711,47711,East,Cold,IN,IN,US-IN
47713,IN,47713,47713,47713,North,Cold,IN,IN,US-IN
47715,IN,47715,47715,47715,South,Cold,IN,IN,US-IN
47721,IN,47721,47721,47721,South,Cold,IN,IN,US-IN
47725,IN,47725,47725,47725,East,Cold,IN,IN,US-IN
47747,IN,47747,47747,47747,West,Cold,IN,IN,US-IN
47804,IN,47804,47804,47804,North,Cold,IN,IN,US-IN
47809,IN,47809,47809,47809,West,Cold,IN,IN,US-IN
47901,IN,47901,47901,47901,North,Cold,IN,IN,US-IN
47904,IN,47904,47904,47904,South,Cold,IN,IN,US-IN
47905,IN,47905,47905,47905,East,Cold,IN,IN,US-IN
47907,IN,47907,47907,47907,North,Cold,IN,IN,US-IN
47918,IN,47918,47918,47918,East,Cold,IN,IN,US-IN
47978,IN,47978,47978,47978,West,Cold,IN,IN,US-IN
49117,IN,49117,49117,49117,West,Cold,IN,IN,US-IN
IN,Midwest Cluster #1,US-IN,,,,,,,
52003,MN,52003,52003,52003,West,Cold,MN,MN,US-MN
55003,MN,55003,55003,55003,East,Cold,MN,MN,US-MN
55009,MN,55009,55009,55009,West,Cold,MN,MN,US-MN
55021,MN,55021,55021,55021,South,Cold,MN,MN,US-MN
55033,MN,55033,55033,55033,East,Cold,MN,MN,US-MN
55044,MN,55044,55044,55044,East,Cold,MN,MN,US-MN
55051,MN,55051,55051,55051,South,Cold,MN,MN,US-MN
55055,MN,55055,55055,55055,East,Cold,MN,MN,US-MN
55057,MN,55057,55057,55057,West,Cold,MN,MN,US-MN
55060,MN,55060,55060,55060,South,Cold,MN,MN,US-MN
55066,MN,55066,55066,55066,North,Cold,MN,MN,US-MN
55075,MN,55075,55075,55075,West,Cold,MN,MN,US-MN
55077,MN,55077,55077,55077,South,Cold,MN,MN,US-MN
55101,MN,55101,55101,55101,West,Warm,MN,MN,US-MN
55102,MN,55102,55102,55102,South,Cold,MN,MN,US-MN
55103,MN,55103,55103,55103,West,Cold,MN,MN,US-MN
55104,MN,55104,55104,55104,North,Cold,MN,MN,US-MN
55105,MN,55105,55105,55105,North,Cold,MN,MN,US-MN
55107,MN,55107,55107,55107,South,Cold,MN,MN,US-MN
55108,MN,55108,55108,55108,West,Cold,MN,MN,US-MN
55110,MN,55110,55110,55110,West,Cold,MN,MN,US-MN
55112,MN,55112,55112,55112,North,Warm,MN,MN,US-MN
55113,MN,55113,55113,55113,East,Cold,MN,MN,US-MN
55114,MN,55114,55114,55114,West,Cold,MN,MN,US-MN
55116,MN,55116,55116,55116,South,Cold,MN,MN,US-MN
55117,MN,55117,55117,55117,West,Cold,MN,MN,US-MN
55120,MN,55120,55120,55120,West,Cold,MN,MN,US-MN
55121,MN,55121,55121,55121,North,Cold,MN,MN,US-MN
55122,MN,55122,55122,55122,South,Cold,MN,MN,US-MN
55125,MN,55125,55125,55125,North,Cold,MN,MN,US-MN
55126,MN,55126,55126,55126,South,Cold,MN,MN,US-MN
55127,MN,55127,55127,55127,South,Cold,MN,MN,US-MN
55128,MN,55128,55128,55128,North,Cold,MN,MN,US-MN
55144,MN,55144,55144,55144,West,Cold,MN,MN,US-MN
55146,MN,55146,55146,55146,North,Cold,MN,MN,US-MN
55155,MN,55155,55155,55155,South,Cold,MN,MN,US-MN
55164,MN,55164,55164,55164,East,Cold,MN,MN,US-MN
55303,MN,55303,55303,55303,West,Cold,MN,MN,US-MN
55305,MN,55305,55305,55305,South,Warm,MN,MN,US-MN
55306,MN,55306,55306,55306,North,Cold,MN,MN,US-MN
55307,MN,55307,55307,55307,East,Cold,MN,MN,US-MN
55311,MN,55311,55311,55311,West,Cold,MN,MN,US-MN
55317,MN,55317,55317,55317,North,Cold,MN,MN,US-MN
55318,MN,55318,55318,55318,North,Cold,MN,MN,US-MN
55328,MN,55328,55328,55328,South,Cold,MN,MN,US-MN
55330,MN,55330,55330,55330,East,Cold,MN,MN,US-MN
55336,MN,55336,55336,55336,North,Cold,MN,MN,US-MN
55337,MN,55337,55337,55337,South,Cold,MN,MN,US-MN
55340,MN,55340,55340,55340,West,Cold,MN,MN,US-MN
55343,MN,55343,55343,55343,South,Hot,MN,MN,US-MN
55344,MN,55344,55344,55344,North,Hot,MN,MN,US-MN
55345,MN,55345,55345,55345,West,Cold,MN,MN,US-MN
55346,MN,55346,55346,55346,South,Cold,MN,MN,US-MN
55347,MN,55347,55347,55347,East,Cold,MN,MN,US-MN
55349,MN,55349,55349,55349,North,Cold,MN,MN,US-MN
55350,MN,55350,55350,55350,South,Cold,MN,MN,US-MN
55355,MN,55355,55355,55355,West,Cold,MN,MN,US-MN
55369,MN,55369,55369,55369,North,Cold,MN,MN,US-MN
55371,MN,55371,55371,55371,West,Cold,MN,MN,US-MN
55372,MN,55372,55372,55372,North,Cold,MN,MN,US-MN
55373,MN,55373,55373,55373,South,Cold,MN,MN,US-MN
55374,MN,55374,55374,55374,East,Cold,MN,MN,US-MN
55375,MN,55375,55375,55375,West,Cold,MN,MN,US-MN
55379,MN,55379,55379,55379,North,Cold,MN,MN,US-MN
55387,MN,55387,55387,55387,West,Cold,MN,MN,US-MN
55391,MN,55391,55391,55391,North,Cold,MN,MN,US-MN
55401,MN,55401,55401,55401,North,Cold,MN,MN,US-MN
55402,MN,55402,55402,55402,South,Hot,MN,MN,US-MN
55403,MN,55403,55403,55403,South,Cold,MN,MN,US-MN
55404,MN,55404,55404,55404,East,Cold,MN,MN,US-MN
55407,MN,55407,55407,55407,North,Cold,MN,MN,US-MN
55409,MN,55409,55409,55409,South,Cold,MN,MN,US-MN
55410,MN,55410,55410,55410,East,Cold,MN,MN,US-MN
55411,MN,55411,55411,55411,West,Cold,MN,MN,US-MN
55413,MN,55413,55413,55413,South,Cold,MN,MN,US-MN
55414,MN,55414,55414,55414,South,Cold,MN,MN,US-MN
55415,MN,55415,55415,55415,West,Cold,MN,MN,US-MN
55416,MN,55416,55416,55416,South,Cold,MN,MN,US-MN
